1053;	Opalenica;	;	52.3386077;	16.399789;	Sk³adowisko odpadów;	;	;	;	True;	;	64-330
1054;	Przemêt;	https://lh5.googleusercontent.com/p/AF1QipMgs2oH325VOEgaLYYyXGeMRCG0Dq_2dpQOKLkj=s0;	51.998614499999995;	16.30607;	Punkt Selektywnej Zbiórki Odpadów Komunalnych - PSZOK Przemêt - PGO ZAJ¥C;	08:00–17:00;08:00–17:00;08:00–17:00;08:00–17:00;08:00–17:00;08:00–14:00;0;	601055363;	Starkowska 10;	True;	http://www.pgozajac.pl/;	64-234
1055;	Pobiedziska;	https://lh5.googleusercontent.com/p/AF1QipOnvADk-urrX0qllk565XLjH3dO2iSo3REemAHS=s0;	52.4755529;	17.267334;	Zak³ad Komunalny w Pobiedziskach Sp. z o.o.;	07:30–14:00;07:30–14:00;07:30–14:00;07:30–14:00;07:30–14:00;0;0;	618177074;	Poznañska 58;	True;	https://zk-pobiedziska.pl;	62-010
1056;	Pobiedziska;	;	52.481961399999996;	17.259580;	Zak³ad Oczyszczania Miasta (ZOM);	;	;	;	True;	;	62-010
1057;	Wagowo;	;	52.491723699999994;	17.258187;	Komunalne wysypisko odpadów sta³ych;	;	618177031;	;	True;	;	62-010
1058;	Pniewy;	https://lh5.googleusercontent.com/p/AF1QipPp8WstLC1WONu3i5C6TfooMT18l4f1aT3jnj7_=s0;	52.498615699999995;	16.250464;	PSZOK Pniewy;	10:00–17:00;0;10:00–17:00;10:00–17:00;10:00–17:00;09:00–15:00;0;	;	Strzelecka 18L;	True;	;	62-045
1059;	Witkowo;	;	52.4331026;	17.770291;	Zak³ad Gospodarki Komunalnej w Witkowie;	;	614778197;	Wrzesiñska 12;	True;	https://www.zgk-witkowo.pl;	62-230
1060;	Inowroc³aw;	https://lh5.googleusercontent.com/p/AF1QipO9bGCNv5ZE1qKaP16Li1hGBuIV1AZ7KiSMrOvR=s0;	52.7582125;	18.229006;	Punkt Selektywnej Zbiórki Odpadów Komunalnych;	07:30–18:00;07:30–15:30;07:30–18:00;07:30–15:30;07:30–15:30;10:00–13:00;0;	523527613;	Bagienna 77;	True;	https://pgkimino.pl/ripok/punkt-selektywnej-zbiorki-odpadow-komunalnych/;	88-101
1061;	Trzemeszno;	;	52.5594356;	17.82064279999999;	Trzemeszeñskie Przedsiêbiorstwo Komunalne;	;	614154302;	1 Maja 10;	True;	http://www.bip.trzemeszno.pl/content.php?cms_id=144;	62-240
1062;	Koszanowo;	;	52.018277;	16.554116;	PSZOK Koszanowo;	14:00–18:00;10:00–14:00;0;14:00–18:00;14:00–18:00;10:00–14:00;0;	;	Przemys³owa 10;	True;	;	64-030
1063;	Rzêczkowo;	https://lh5.googleusercontent.com/p/AF1QipNn1zZrP1ADnZQ_WDZWd4SmDLuqAofy4Om28Hxz=s0;	53.1328779;	18.3633651;	PSZOK Rzêczkowo (Punkt Selektywnej Zbiórki Odpadów Komunalnych);	08:00–14:00;08:00–14:00;08:00–14:00;08:00–14:00;12:00–18:00;09:00–13:00;0;	;	;	True;	https://www.zlawies.pl/8692,pszok-w-rzeczkowie;	87-134
1064;	Zb¹szyñ;	https://lh5.googleusercontent.com/p/AF1QipPRD0NfOITk5W91vJchYV5lCnXPBl_AlQHcPrUI=s0;	52.2603699;	15.912472;	Zak³ad Us³ug Komunalnych;	07:00–15:00;07:00–15:00;07:00–15:00;07:00–15:00;07:00–15:00;0;0;	683846243;	Topolowa 31a;	True;	http://zuk.zbaszyn.pl;	64-360
1065;	KoŸmin Wielkopolski;	;	51.8297952;	17.439187;	PSZOK - Punkt selektywnego zbierania odpadów komunalnych w KoŸminie Wielkopolskim;	0;12:00–18:00;10:00–16:00;12:00–18:00;10:00–16:00;08:00–14:00;0;	501512402;	Prosta;	True;	;	63-720
